01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,33,32,33,32,33,32,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,3D,32,33,32,33,32,33,32,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,33,32,33,32,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,C0,01,C1,01,C2,3D,32,33,32,33,32,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,33,32,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,C3,01,C4,01,C5,3D,32,33,32,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,C6,01,C7,01,C8,3D,32,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
