01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01
01,01,01,01,01,01,01,70,70,70,79,70,70,70,70,01,33,32,33,32,33,32,33,32,33,32,01,01,01
01,01,01,01,01,01,01,01,01,01,71,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01,01,01
01,01,01,01,01,01,01,A5,01,A3,71,01,A3,01,A4,31,33,32,33,32,33,32,33,32,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,71,01,01,01,01,3D,32,33,32,33,32,33,32,01,01,01,01,01,01
01,01,01,01,01,01,01,A3,01,A5,71,01,A4,01,A3,31,33,32,33,32,33,32,01,01,01,01,01,01,01
01,01,01,01,01,01,01,70,70,70,76,70,70,70,70,3D,32,33,32,33,32,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,71,01,01,01,01,31,33,32,33,32,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,A4,01,A3,71,01,A3,01,A4,3D,32,33,32,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,71,01,01,01,01,31,33,32,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,A3,01,A4,71,01,A4,01,A3,3D,32,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,70,70,70,70,70,70,78,70,70,70,70,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
