01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,32,33,32,33,32,33,32,33,32,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,33,32,33,32,33,32,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,3D,32,33,32,33,32,33,32,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,31,33,32,33,32,33,32,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,3D,32,33,32,33,32,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,FF,FF,FF,FF,31,33,32,33,32,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,FF,FF,FF,FF,3D,32,33,32,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,FF,FF,FF,FF,31,33,32,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,FF,FF,FF,FF,3D,32,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
